Time,RemoteButtons,TouchButtons,TouchTouches,LeftIndexTrigger,RightIndexTrigger,LeftHandTrigger,RightHandTrigger,LeftTouchPosX,LeftTouchPosY,LeftTouchPosZ,LeftTouchOrientationW,LeftTouchOrientationX,LeftTouchOrientationY,LeftTouchOrientationZ,RightTouchPosX,RightTouchPosY,RightTouchPosZ,RightTouchOrientationW,RightTouchOrientationX,RightTouchOrientationY,RightTouchOrientationZ,HeadPosX,HeadPosY,HeadPosZ,HeadOrientationW,HeadOrientationX,HeadOrientationY,HeadOrientationZ,Sensor0PosX, Sensor0PosY, Sensor0PosZ, Sensor0OrientationW, Sensor0OrientationX, Sensor0OrientationY, Sensor0OrientationZ,Sensor1PosX, Sensor1PosY, Sensor1PosZ, Sensor1OrientationW, Sensor1OrientationX, Sensor1OrientationY, Sensor1OrientationZ,Sensor2PosX, Sensor2PosY, Sensor2PosZ, Sensor2OrientationW, Sensor2OrientationX, Sensor2OrientationY, Sensor2OrientationZ,Sensor3PosX, Sensor3PosY, Sensor3PosZ, Sensor3OrientationW, Sensor3OrientationX, Sensor3OrientationY, Sensor3OrientationZ
0.0169247,0,0,24672,0,0,0,0,0.0395095,0.743975,-0.235511,-0.137895,0.0549923,0.447288,0.881983,0.15346,0.748002,-0.180992,0.2663,-0.404747,0.303923,0.820302,-0.0796351,1.14586,0.105823,0.919251,0.109692,0.378004,-0.00762967,-1,1.18355,-1,0.92388,0,0.382683,0,1,1.18355,-1,0.92388,0,-0.382683,0,-1,1.18355,1,0.382683,0,0.92388,0,
0.0340902,0,0,24672,0,0,0,0,0.0395095,0.743975,-0.235511,-0.137895,0.0549923,0.447288,0.881983,0.15346,0.748002,-0.180992,0.2663,-0.404747,0.303923,0.820302,-0.0793973,1.14563,0.105404,0.919627,0.108378,0.377462,-0.00793587,-1,1.18355,-1,0.92388,0,0.382683,0,1,1.18355,-1,0.92388,0,-0.382683,0,-1,1.18355,1,0.382683,0,0.92388,0,
0.0503863,0,0,24672,0,0,0,0,0.0395095,0.743975,-0.235511,-0.137895,0.0549923,0.447288,0.881983,0.15346,0.748002,-0.180992,0.2663,-0.404747,0.303923,0.820302,-0.0791546,1.14546,0.105022,0.919988,0.107314,0.376881,-0.00819159,-1,1.18355,-1,0.92388,0,0.382683,0,1,1.18355,-1,0.92388,0,-0.382683,0,-1,1.18355,1,0.382683,0,0.92388,0,
0.0666805,0,0,24672,0,0,0,0,0.0395095,0.743975,-0.235511,-0.137895,0.0549923,0.447288,0.881983,0.15346,0.748002,-0.180992,0.2663,-0.404747,0.303923,0.820302,-0.0789144,1.14529,0.10462,0.920347,0.106455,0.376243,-0.00842838,-1,1.18355,-1,0.92388,0,0.382683,0,1,1.18355,-1,0.92388,0,-0.382683,0,-1,1.18355,1,0.382683,0,0.92388,0,
0.0832941,0,0,24672,0,0,0,0,0.0395095,0.743975,-0.235511,-0.137895,0.0549923,0.447288,0.881983,0.15346,0.748002,-0.180992,0.2663,-0.404747,0.303923,0.820302,-0.078658,1.14512,0.104198,0.920705,0.105829,0.375538,-0.00859579,-1,1.18355,-1,0.92388,0,0.382683,0,1,1.18355,-1,0.92388,0,-0.382683,0,-1,1.18355,1,0.382683,0,0.92388,0,
0.100541,0,0,24672,0,0,0,0,0.0395095,0.743975,-0.235511,-0.137895,0.0549923,0.447288,0.881983,0.15346,0.748002,-0.180992,0.2663,-0.404747,0.303923,0.820302,-0.0784077,1.14502,0.103854,0.921012,0.10555,0.37486,-0.00871911,-1,1.18355,-1,0.92388,0,0.382683,0,1,1.18355,-1,0.92388,0,-0.382683,0,-1,1.18355,1,0.382683,0,0.92388,0,
0.117143,0,0,24672,0,0,0,0,0.0395095,0.743975,-0.235511,-0.137895,0.0549923,0.447288,0.881983,0.15346,0.748002,-0.180992,0.2663,-0.404747,0.303923,0.820302,-0.0781438,1.14499,0.103574,0.921295,0.105562,0.374159,-0.00884331,-1,1.18355,-1,0.92388,0,0.382683,0,1,1.18355,-1,0.92388,0,-0.382683,0,-1,1.18355,1,0.382683,0,0.92388,0,
0.133732,0,0,24672,0,0,0,0,0.0395095,0.743975,-0.235511,-0.137895,0.0549923,0.447288,0.881983,0.15346,0.748002,-0.180992,0.2663,-0.404747,0.303923,0.820302,-0.0778455,1.14498,0.103326,0.921566,0.105924,0.373385,-0.00896964,-1,1.18355,-1,0.92388,0,0.382683,0,1,1.18355,-1,0.92388,0,-0.382683,0,-1,1.18355,1,0.382683,0,0.92388,0,
0.150029,0,0,24672,0,0,0,0,0.0395095,0.743975,-0.235511,-0.137895,0.0549923,0.447288,0.881983,0.15346,0.748002,-0.180992,0.2663,-0.404747,0.303923,0.820302,-0.0775107,1.14503,0.103117,0.921808,0.106783,0.372538,-0.00912448,-1,1.18355,-1,0.92388,0,0.382683,0,1,1.18355,-1,0.92388,0,-0.382683,0,-1,1.18355,1,0.382683,0,0.92388,0,
0.167018,0,0,24672,0,0,0,0,0.0395095,0.743975,-0.235511,-0.137895,0.0549923,0.447288,0.881983,0.15346,0.748002,-0.180992,0.2663,-0.404747,0.303923,0.820302,-0.0771852,1.14517,0.103033,0.921993,0.10788,0.371758,-0.00929904,-1,1.18355,-1,0.92388,0,0.382683,0,1,1.18355,-1,0.92388,0,-0.382683,0,-1,1.18355,1,0.382683,0,0.92388,0,
